,News,Label
889,UPDATE 1-India police charge Amazon execs in alleged marijuana smuggling case,1
996,Amazon asks India antitrust body to revoke Reliance-Future deal approval,0
875,Amazon workers get go-ahead for a second union election in New York -organizer,1
53,India police to question Amazon executives in probe over marijuana smuggling,1
746,Top Amazon official swipes at Bernie Sanders over planned Alabama visit,1
852,"Amazon, Reliance set to lock horns over India's cricket media rights",0
1006,Amazon among key tech firms to drop CES plans on COVID-19 concern,1
1338,Amazon in talks to buy podcast firm Wondery: WSJ,1
1290,"UPDATE 7-Amazon brings James Bond, Rocky to fight Netflix with $8.5 bln MGM buy",1
169,Indigenous leaders push new target to protect Amazon from deforestation,1
479,"EU bodies' use of Amazon, Microsoft cloud services faces privacy probes",1
259,Teamsters votes to support and fund Amazon workers,1
725,Latin American oil gains ground in India at Mideast expense - data,0
815,Amazon partners with Disney to launch voice assistant at home and resorts,1
1021,"UPDATE 2-U.S. congressman presses Facebook, Amazon on efforts to curb vaccine misinformation",1
490,Fires in the Brazilian Amazon retreat in September,1
159,"Kuwait to resume commercial flights with India, Egypt",0
1205,"India e-commerce rules cast cloud over Amazon, Walmart and local rivals",1
124,Report: Amazon eyes Kirk Herbstreit as top NFL analyst,1
563,"Oil producers cannot hold consumers to ransom, says India oil minister",0
410,Earthquake of magnitude 5.6 strikes Myanmar-India border region – EMSC,0
877,"UPDATE 2-India spooks Amazon by suspending 2019 Future Group deal, cites suppression of information",1
663,Amazon to take team-wise approach on remote work policy,1
611,India must work towards sustainable growth in post-pandemic era - Das,0
896,Amazon asks India antitrust body to revoke Reliance-Future deal approval,0
477,India's new COVID-19 cases jump to two-month high,0
75,India formalises acquisition of 56 Airbus C295 aircraft,0
375,Earthquake of magnitude 5.6 strikes Myanmar-India border region – EMSC,0
634,India police charge Amazon execs in alleged marijuana smuggling case,1
820,"Microsoft to allow Epic Games, Amazon storefronts on its app store",1
727,BRIEF-India's Antitrust Body Says Amazon's 2019 Deal With Future To Remain In Abeyance,1
558,"Israel picks Amazon's AWS, Google for flagship cloud project",1
409,"Musk's Starlink registers India unit, targets rural districts",0
1301,Amazon takes on Netflix in India with cheaper mobile-only Prime Video plan,1
1572,Amazon to launch portable version of Echo speaker - WSJ,1
341,"Amazon seeks to pause antitrust review of 2019 deal with India's Future, documents show",1
507,Amazon’s venture capital rebate,1
232,India shuts last consulate in Afghanistan and evacuates citizens,0
1295,EXCLUSIVE-India plans foreign investment rule changes that could hit Amazon,1
909,UPDATE 2-U.S. labor board official orders Amazon to redo union vote at Alabama warehouse,1
192,FACTBOX-The key issues in India's upcoming state elections,0
1212,UPDATE 2-Amazon faces potential $425 million EU privacy fine - WSJ,1
34,Microsoft unveils fourth data center in India,0
157,"Amazon boosts hourly pay to over $18, to hire 125,000 workers",1
260,"Facebook, Amazon seek U.S. approval to operate undersea data cable",1
264,FDA notifies Amazon over sale of certain harmful sexual enhancement products,1
690,UPDATE 1-Deforestation in Brazil's Amazon rainforest hits record January high,1
820,"China, Malaysia's scrap metal U-turn a golden opportunity for India - official",0
1245,Amazon first-quarter sales beat expectations,1
632,Reliance joins calls for India to tighten marketplace rules -sources,0
575,"REUTERS IMPACT-India targets alternate fuels, EVs in clean transport push",0
548,India vaccinates 3.8 million teens in new COVID-19 inoculation push,0
493,"RPT-EXCLUSIVE-India to expedite Amazon, Flipkart antitrust probe as tech focus intensifies -sources",1
496,India police charge Amazon execs in alleged marijuana smuggling case,0
914,"UPDATE 7-Amazon's holiday-quarter forecast disappoints as labor, supply issues mount",1
1604,Amazon unveils effort to develop original TV shows,1
1372,"Uber, JetBlue join Amazon-backed Climate Pledge",1
95,UPDATE 3-Ford to stop making cars in India,0
1088,"UPDATE 1-Ecuador oil spill affected protected area in Amazon, government says",1
1597,Amazon's German workers threaten strike before Christmas,1
414,Russia hopes to supply India with more S-400 missile systems -Ifx,0
1160,Amazon-backed Wiliot raises $200 million in investment led by SoftBank Vision Fund 2,1
567,India's top steelmakers seek federal funds to cut carbon emissions,0
1037,India's SII promises 40 mln more AstraZeneca doses to COVAX this year,0
283,Moody's upgrades outlook on India to stable from negative; maintains Baa3 rating,0
1182,"Gold miners attack indigenous village in Amazon, clash with police",1
684,India's economy likely rebounded in April-June amid pandemic risks,0
828,India's Future Retail takes Reliance deal saga to Supreme Court,0
1431,Indian court dismisses Future Group's plea against Amazon,1
1549,Protesters greet Amazon's Jeff Bezos in Germany,1
1262,"Amazon takes battle with Future Group to India's top court, fearing ""irreparable harm""",1
1046,UPDATE 1-Amazon-backed startup Rivian starts production of electric pickup truck,1
502,UPDATE 1-Amazon pressed for racial equity review after strong vote tally,1
1512,"Amazon to add over 2,000 jobs in Britain this year",1
784,India hosts first regional meeting on Afghanistan since Taliban takeover,0
633,Rivian's electric van for Amazon raises battery power doubts - The Information,1
228,"Walmart lifts lid on good, ugly of India payments",0
535,India cuts import taxes on vegetable oils to calm prices,0
717,US STOCKS-Wall Street mixed as Amazon gains and Meta weighs,1
99,India stuck with COVID-19 vaccines it can't export,0
650,Amazon plans to open large physical retail stores in U.S. - WSJ,1
870,"India unveils new rice variety to cut down on use of water, labour",0
723,"UPDATE 1-Peloton surges on reports of buyout interest from Amazon, Nike",1
234,India's budget aims to boost spending to support growth,0
1217,Exclusive-White House pulled into unionization effort at Amazon facility,1
1206,Amazon Web Services opens first office in Greece,1
945,India cenbank debars SREI Infra auditors for 2 years for non-compliance,0
829,India likely to allow export of Sputnik Light COVID shot this month - sources,0
1394,Amazon starts preparations to launch in Sweden,1
290,Amazon discloses staff injury rates showing where it is worse or better than peers,1
1034,India's June fuel demand recovers as lockdowns ease,0
1114,Brazil's Amazon deforestation surges 67% in May as Bolsonaro pledges fall flat,1
76,India says climate commitments ambitious yet achievable,0
775,India's tax revenues likely to beat forecast on strong recovery -officials,0
448,Amazon Pharmacy offers half-yearly prescriptions starting at $6,1
1321,"FACTBOX-Amazon-MGM, AT&T-Discovery deals open next phase of streaming content battle",1
967,"UPDATE 7-Amazon hikes Prime membership fees in U.S. as wages, costs rise",1
302,BRIEF-Amazon Limits How Many COVID-19 Tests You Can Buy Amid Omicron Surge - CNBC,1
1142,U.S. FTC preparing for possible challenge to Amazon's $8.5 bln MGM deal - The Information,1
714,Amazon lifts mask mandates for fully vaccinated U.S. warehouse workers - CNBC,1
773,India's April-July fiscal deficit nears $44 billion,0
385,India to push for patent waiver for COVID-19 vaccines at WTO,0
711,CORRRECTION (OFFICIAL)-U.S. airlines and Amazon join push to reduce aircraft emissions,1
401,"Coal India warned government of coal shortage in February, documents show",0
883,"India cuts soyoil, sunflower oil import tax to calm prices",0
686,Amazon's social media team bares its teeth in Washington,1
1518,Amazon launches Instant Video app for Apple's iPad,1
1000,India's fuel demand rose 5.2% y/y in September,0
188,EXPLAINER-Amazon's battle with Reliance for India retail supremacy,0
1391,BRIEF-Amazon has launched Amazon Pay Places at TGI Fridays via Amazon app,1
148,India says it will investigate Pandora Papers cases,0
78,"India reports 28,591 new COVID-19 infections",0
280,India invites bids to set up gas sales network,0
928,BP-Reliance JV starts selling multiple fuels in India,0
668,EU sets March 15 deadline for decision on Amazon's MGM takeover,1
1084,U.S. FDA notifies Amazon over sale of weight-loss products with harmful ingredients,1
705,New Zealand awards Amazon extra $116 mln subsidy for 'Lord of the Rings' TV series,1
30,Amazon to start offering insurance to UK businesses -broker,1
1138,"U.S. senator slams Apple, Amazon, Nike, for enabling forced labor in China",1
743,Amazon's pricey 'Lord of the Rings' TV series to launch Sept 2022,1
78,U.S. House panel refers Amazon to Justice Department amid competition probe,1
535,Biden singles out Amazon for not paying federal taxes,1
529,Amazon says deliveries unaffected by strikes in Germany,1
325,Exclusive-Amazon's demand for $200 million sank settlement talks with India's Future-sources,1
443,"Amazon eyes potential stake in Indian film, media businesses; Inox denies report",1
1585,BRIEF-Amazon Brings Web Browsing To Fire Tv,1
1249,Bezos says Amazon needs to do better for employees,1
856,IN BRIEF: Senators concerned about Amazon's surveillance of drivers,1
190,"Review of India's Covaxin shot underway, WHO says",0
662,"Oil producers cannot hold consumers to ransom, says India oil minister",0
1605,Amazon considering paying people to deliver packages: WSJ,1
51,Italy fines Amazon record $1.3 billion for abuse of market dominance,1
740,Olympics-India won't send diplomat after Games 'politicized' by China,0
721,Amazon calls on India not to alter e-commerce investment rules - sources,1
719,"Blinken, in call with India, stresses collective condemnation of Russian invasion",0
67,Amazon asks India antitrust body to revoke Reliance-Future deal approval,1
1280,UPDATE 2-France's BNP to stop financing firms farming deforested land in the Amazon,1
1067,"Amazon, Apple most valuable brands but China's rising - Kantar survey",1
621,U.S. court dismisses D.C. antitrust lawsuit against Amazon,1
1348,Amazon and Nestle join public-private plan to save world's forests,1
38,Amazon labor conditions under scrutiny by California lawmakers,1
1531,"Amazon plans to add 10,000 jobs in Bellevue, Washington",1
355,Amazon to grant new CEO Jassy over $200 million in stock,1
100,Foxconn to restructure management at India iPhone plant,0
340,Air quality set to plummet in India's capital after clean spell,0
769,Walmart's Flipkart says Indian probe shouldn't treat it the same as Amazon,1
217,Carlsberg's India partner demands governance overhaul,0
1578,FTC probing allegations of Amazon's deceptive discounting,1
405,"UPDATE 3-Amazon, Google face formal fake review inquiry in Britain",1
252,Amazon orders all U.S. employees to mask up at work,1
977,"India's Maharashtra hopes to persuade Amazon, Uber, others to go electric faster",0
1545,"Amazon says to create 2,000 jobs in France in 2018",1
334,Labor board to hear Amazon workers' bid for NY union vote on Nov. 15,1
593,"Buy now, pay later set to surge over ten-fold in India",0
